Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Glasgow, Scotland, United Kingdom",Leon Edwards,Pawel Pawlak,1,0,36,24,0,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,2015-07-18 0:00:00,Leon Edwards
"Gdansk, Poland",Jan Blachowicz,Devin Clark,0,0,33,15,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,2,3:02,UFC Fight Night,2017-10-21 0:00:00,Jan Blachowicz
"Fortaleza, Ceara, Brazil",Jose Aldo,Renato Moicano,0,0,26,24,0,0,0,0,Featherweight,KO/TKO Punches,2,0:44,UFC Fight Night,2019-02-02 0:00:00,Jose Aldo
"Fortaleza, Ceara, Brazil",Charles Oliveira,David Teymur,0,1,28,26,1,0,1,0,Lightweight,SUB Anaconda Choke,2,0:55,UFC Fight Night,2019-02-02 0:00:00,Charles Oliveira
"Fortaleza, Ceara, Brazil",Vitor Belfort,Kelvin Gastelum,0,2,10,26,0,0,0,0,Middleweight,Overturned Punch,1,3:52,UFC Fight Night,2017-03-11 0:00:00,Vitor Belfort
"Fortaleza, Ceara, Brazil",Mauricio Rua,Gian Villante,2,0,94,55,2,0,0,0,Light Heavyweight,KO/TKO Punch,3,0:59,UFC Fight Night,2017-03-11 0:00:00,Mauricio Rua
"Fortaleza, Ceara, Brazil",Fabricio Werdum,Antonio Rodrigo Nogueira,0,0,32,14,1,0,1,0,Heavyweight,SUB Armbar,2,2:41,UFC on FUEL TV,2013-06-08 0:00:00,Fabricio Werdum
"Fort Campbell, Kentucky, USA",Amanda Nunes,Germaine de Randamie,0,0,14,1,1,0,0,0,Women's Bantamweight,KO/TKO Elbows,1,3:56,UFC Fight Night,2013-11-06 0:00:00,Amanda Nunes
"Fairfax, Virginia, USA",Julianna Pena,Milana Dudieva,0,0,37,0,1,1,0,0,Women's Bantamweight,KO/TKO Elbows,1,3:59,UFC Fight Night,2015-04-04 0:00:00,Julianna Pena
"Fairfax, Virginia, USA",Rafael Dos Anjos,Kamal Shalorus,1,0,5,2,0,0,1,0,Lightweight,SUB Rear Naked Choke,1,1:40,UFC on FUEL TV,2012-05-15 0:00:00,Rafael Dos Anjos
"Fairfax, Virginia, USA",Rafael Dos Anjos,Kyle Bradley,0,0,42,21,5,0,2,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,2010-01-11 0:00:00,Rafael Dos Anjos
"Edmonton, Alberta, Canada",Max Holloway,Frankie Edgar,0,0,129,96,0,1,0,0,Featherweight,U-DEC,5,5:00,UFC 240,2019-07-27 0:00:00,Max Holloway
"Edmonton, Alberta, Canada",Deiveson Figueiredo,Alexandre Pantoja,1,0,67,61,2,2,0,0,Flyweight,U-DEC,3,5:00,UFC 240,2019-07-27 0:00:00,Deiveson Figueiredo
"Edmonton, Alberta, Canada",Amanda Nunes,Valentina Shevchenko,0,0,86,72,2,0,0,0,Women's Bantamweight,S-DEC,5,5:00,UFC 215,2017-09-09 0:00:00,Amanda Nunes
"Edmonton, Alberta, Canada",Rafael Dos Anjos,Neil Magny,0,0,13,1,0,0,1,0,Welterweight,SUB Arm Triangle,1,3:43,UFC 215,2017-09-09 0:00:00,Rafael Dos Anjos
"Edmonton, Alberta, Canada",Henry Cejudo,Wilson Reis,1,0,34,5,2,0,0,0,Flyweight,KO/TKO Punch,2,0:25,UFC 215,2017-09-09 0:00:00,Henry Cejudo
"East Rutherford, New Jersey, USA",Johny Hendricks,Josh Koscheck,0,0,55,33,2,1,0,0,Welterweight,S-DEC,3,5:00,UFC on FOX,2012-05-05 0:00:00,Johny Hendricks
"East Rutherford, New Jersey, USA",Tito Ortiz,Elvis Sinosic,0,0,35,3,1,0,0,0,Light Heavyweight,KO/TKO Elbows,1,3:32,UFC 32,2001-06-29 0:00:00,Tito Ortiz
"East Rutherford, New Jersey, USA",BJ Penn,Din Thomas,1,0,6,1,0,1,0,0,Lightweight,KO/TKO Knee,1,2:42,UFC 32,2001-06-29 0:00:00,BJ Penn
"East Rutherford, New Jersey, USA",Josh Barnett,Semmy Schilt,0,0,10,1,1,0,1,0,Heavyweight,SUB Armbar,1,4:21,UFC 32,2001-06-29 0:00:00,Josh Barnett
"East Rutherford, New Jersey, USA",Pat Miletich,Shonie Carter,1,0,10,14,1,0,0,0,Welterweight,KO/TKO Kick,2,2:42,UFC 32,2001-06-29 0:00:00,Pat Miletich
"East Rutherford, New Jersey, USA",Ricco Rodriguez,Andrei Arlovski,0,0,30,11,2,0,1,0,Heavyweight,KO/TKO Punches,3,1:23,UFC 32,2001-06-29 0:00:00,Ricco Rodriguez
"Duluth, Georgia, USA",Luke Rockhold,Constantinos Philippou,1,0,12,4,0,0,0,0,Middleweight,KO/TKO Kick,1,2:31,UFC Fight Night,2014-01-15 0:00:00,Luke Rockhold
"Duluth, Georgia, USA",TJ Dillashaw,Mike Easton,0,0,117,46,2,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,2014-01-15 0:00:00,TJ Dillashaw
"Dublin, Leinster, Ireland",Conor McGregor,Diego Brandao,1,0,18,9,1,0,0,1,Featherweight,KO/TKO Punch,1,4:05,UFC Fight Night,2014-07-19 0:00:00,Conor McGregor
"Dublin, Leinster, Ireland",Mauricio Rua,Mark Coleman,2,0,62,31,1,7,2,0,Light Heavyweight,KO/TKO Punches,3,4:36,UFC 93,2009-01-17 0:00:00,Mauricio Rua
"Dothan, Alabama, USA",Mark Coleman,Scott Ferrozzo,1,0,9,0,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:43,UFC 12,1997-02-07 0:00:00,Vitor Belfort
"Dothan, Alabama, USA",Vitor Belfort,Nick Sanzo,0,0,2,0,1,0,1,0,Lightweight,SUB Neck Crank,1,0:39,UFC 12,1997-02-07 0:00:00,Jerry Bohlander
"Dothan, Alabama, USA",Vitor Belfort,Jim Mullen,0,0,30,3,2,0,1,0,Heavyweight,KO/TKO Knees,1,8:02,UFC 12,1997-02-07 0:00:00,Scott Ferrozzo
"Detroit, Michigan, USA",Max Holloway,Jose Aldo,0,0,174,87,0,0,0,0,Featherweight,KO/TKO Punches,3,4:51,UFC 218,2017-12-02 0:00:00,Max Holloway
"Detroit, Michigan, USA",Francis Ngannou,Alistair Overeem,1,0,6,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:42,UFC 218,2017-12-02 0:00:00,Francis Ngannou
"Detroit, Michigan, USA",Henry Cejudo,Sergio Pettis,0,0,36,25,3,0,0,0,Flyweight,U-DEC,3,5:00,UFC 218,2017-12-02 0:00:00,Henry Cejudo
"Detroit, Michigan, USA",Eddie Alvarez,Justin Gaethje,1,0,155,122,1,0,0,0,Lightweight,KO/TKO Knee,3,3:59,UFC 218,2017-12-02 0:00:00,Eddie Alvarez
"Denver, Colorado, USA",Germaine de Randamie,Raquel Pennington,0,0,42,24,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night,2018-11-10 0:00:00,Germaine de Randamie
"Denver, Colorado, USA",Valentina Shevchenko,Julianna Pena,0,0,13,27,2,1,1,0,Women's Bantamweight,SUB Armbar,2,4:29,UFC on FOX,2017-01-28 0:00:00,Valentina Shevchenko
"Denver, Colorado, USA",Francis Ngannou,Andrei Arlovski,1,0,8,3,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:32,UFC on FOX,2017-01-28 0:00:00,Francis Ngannou
"Denver, Colorado, USA",Alexandre Pantoja,Eric Shelton,0,0,37,32,1,4,2,0,Flyweight,S-DEC,3,5:00,UFC on FOX,2017-01-28 0:00:00,Alexandre Pantoja
"Denver, Colorado, USA",Benson Henderson,Frankie Edgar,0,1,64,66,0,2,1,2,Lightweight,S-DEC,5,5:00,UFC 150,2012-08-11 0:00:00,Benson Henderson
"Denver, Colorado, USA",Max Holloway,Justin Lawrence,1,0,29,32,0,1,0,0,Featherweight,KO/TKO Punch,2,4:49,UFC 150,2012-08-11 0:00:00,Max Holloway
"Denver, Colorado, USA",Jon Jones,Quinton Jackson,0,0,61,16,2,0,2,0,Light Heavyweight,SUB Rear Naked Choke,4,1:14,UFC 135,2011-09-24 0:00:00,Jon Jones
"Dallas, Texas, USA",Amanda Nunes,Julianna Pena,3,0,85,60,6,0,1,1,Women's Bantamweight,U-DEC,5,5:00,UFC 277,2022-07-30 0:00:00,Amanda Nunes
"Dallas, Texas, USA",Brandon Moreno,Kai Kara-France,1,0,58,53,0,1,0,0,Flyweight,KO/TKO Kick,3,4:34,UFC 277,2022-07-30 0:00:00,Brandon Moreno
"Dallas, Texas, USA",Alexandre Pantoja,Alex Perez,0,0,8,10,1,0,1,0,Flyweight,SUB Neck Crank,1,1:31,UFC 277,2022-07-30 0:00:00,Alexandre Pantoja
"Dallas, Texas, USA",Magomed Ankalaev,Anthony Smith,0,0,46,18,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,3:09,UFC 277,2022-07-30 0:00:00,Magomed Ankalaev
"Dallas, Texas, USA",Tyron Woodley,Darren Till,1,0,57,0,0,0,1,0,Welterweight,SUB D'Arce Choke,2,4:19,UFC 228,2018-09-08 0:00:00,Tyron Woodley
"Dallas, Texas, USA",Jessica Andrade,Karolina Kowalkiewicz,1,0,38,24,0,0,0,0,Women's Strawweight,KO/TKO Punch,1,1:58,UFC 228,2018-09-08 0:00:00,Jessica Andrade
"Dallas, Texas, USA",Aljamain Sterling,Cody Stamann,0,0,33,12,2,3,2,0,Bantamweight,SUB Suloev Stretch,2,3:42,UFC 228,2018-09-08 0:00:00,Aljamain Sterling
"Dallas, Texas, USA",Stipe Miocic,Junior Dos Santos,1,0,26,12,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:22,UFC 211,2017-05-13 0:00:00,Stipe Miocic
"Dallas, Texas, USA",Joanna Jedrzejczyk,Jessica Andrade,0,0,225,83,0,2,0,0,Women's Strawweight,U-DEC,5,5:00,UFC 211,2017-05-13 0:00:00,Joanna Jedrzejczyk
"Dallas, Texas, USA",Frankie Edgar,Yair Rodriguez,0,0,72,16,1,0,0,1,Featherweight,KO/TKO,2,5:00,UFC 211,2017-05-13 0:00:00,Frankie Edgar
"Dallas, Texas, USA",Eddie Alvarez,Dustin Poirier,0,0,44,73,1,0,0,2,Lightweight,CNC,2,4:02,UFC 211,2017-05-13 0:00:00,Eddie Alvarez
"Dallas, Texas, USA",Rafael Dos Anjos,Anthony Pettis,0,0,90,54,9,0,0,0,Lightweight,U-DEC,5,5:00,UFC 185,2015-03-14 0:00:00,Rafael Dos Anjos
"Dallas, Texas, USA",Joanna Jedrzejczyk,Carla Esparza,0,0,53,4,0,1,0,0,Women's Strawweight,KO/TKO Punches,2,4:17,UFC 185,2015-03-14 0:00:00,Joanna Jedrzejczyk
"Dallas, Texas, USA",Johny Hendricks,Matt Brown,0,0,36,23,9,0,0,0,Welterweight,U-DEC,3,5:00,UFC 185,2015-03-14 0:00:00,Johny Hendricks
"Dallas, Texas, USA",Henry Cejudo,Chris Cariaso,0,0,50,22,6,0,1,0,Flyweight,U-DEC,3,5:00,UFC 185,2015-03-14 0:00:00,Henry Cejudo
"Dallas, Texas, USA",Germaine de Randamie,Larissa Pacheco,0,0,29,8,0,0,0,0,Women's Bantamweight,KO/TKO Punch,2,2:02,UFC 185,2015-03-14 0:00:00,Germaine de Randamie
"Dallas, Texas, USA",Johny Hendricks,Robbie Lawler,0,0,158,150,2,0,0,0,Welterweight,U-DEC,5,5:00,UFC 171,2014-03-15 0:00:00,Johny Hendricks
"Dallas, Texas, USA",Tyron Woodley,Carlos Condit,1,0,14,13,3,0,0,1,Welterweight,KO/TKO,2,2:00,UFC 171,2014-03-15 0:00:00,Tyron Woodley
"Dallas, Texas, USA",Jessica Andrade,Raquel Pennington,0,0,66,82,3,2,0,2,Women's Bantamweight,S-DEC,3,5:00,UFC 171,2014-03-15 0:00:00,Jessica Andrade
"Dallas, Texas, USA",Sean Strickland,Robert McDaniel,0,0,20,4,1,1,1,0,Middleweight,SUB Rear Naked Choke,1,4:33,UFC 171,2014-03-15 0:00:00,Sean Strickland
"Dallas, Texas, USA",Vitor Belfort,Rich Franklin,0,0,9,4,0,0,0,0,Catch Weight,KO/TKO Punch,1,3:02,UFC 103,2009-09-19 0:00:00,Vitor Belfort
"Dallas, Texas, USA",Junior Dos Santos,Mirko Filipovic,0,0,70,22,0,0,0,0,Heavyweight,KO/TKO Punches,3,2:00,UFC 103,2009-09-19 0:00:00,Junior Dos Santos
"Dallas, Texas, USA",Rafael Dos Anjos,Rob Emerson,0,0,52,27,2,0,0,0,Lightweight,U-DEC,3,5:00,UFC 103,2009-09-19 0:00:00,Rafael Dos Anjos
"Curitiba, Parana, Brazil",Stipe Miocic,Fabricio Werdum,1,0,20,15,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:47,UFC 198,2016-05-14 0:00:00,Stipe Miocic
"Curitiba, Parana, Brazil",Mauricio Rua,Corey Anderson,2,0,48,55,0,4,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 198,2016-05-14 0:00:00,Mauricio Rua
"Columbus, Ohio, USA",Alexa Grasso,Joanne Wood,0,0,16,34,2,0,1,0,Women's Flyweight,SUB Rear Naked Choke,1,3:57,UFC Fight Night,2022-03-26 0:00:00,Alexa Grasso
"Columbus, Ohio, USA",Quinton Jackson,Keith Jardine,2,0,56,64,2,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 96,2009-03-07 0:00:00,Quinton Jackson
"Columbus, Ohio, USA",Anderson Silva,Dan Henderson,0,0,47,20,0,1,1,0,Middleweight,SUB Rear Naked Choke,2,4:52,UFC 82,2008-03-01 0:00:00,Anderson Silva
"Columbus, Ohio, USA",Andrei Arlovski,Jake O'Brien,0,0,14,4,1,2,0,0,Heavyweight,KO/TKO Punches,2,4:17,UFC 82,2008-03-01 0:00:00,Andrei Arlovski
"Columbus, Ohio, USA",Randy Couture,Tim Sylvia,1,0,73,25,7,0,0,0,Heavyweight,U-DEC,5,5:00,UFC 68,2007-03-03 0:00:00,Randy Couture
"Columbus, Ohio, USA",Rich Franklin,Jason MacDonald,0,0,49,16,1,1,0,0,Middleweight,KO/TKO,2,5:00,UFC 68,2007-03-03 0:00:00,Rich Franklin
"Columbus, Ohio, USA",Matt Hughes,Chris Lytle,0,0,13,5,2,0,3,3,Welterweight,U-DEC,3,5:00,UFC 68,2007-03-03 0:00:00,Matt Hughes
"Cologne, North Rhine-Westphalia, Germany",Rich Franklin,Wanderlei Silva,0,0,52,38,1,1,0,0,Catch Weight,U-DEC,3,5:00,UFC 99,2009-06-13 0:00:00,Rich Franklin
"Cologne, North Rhine-Westphalia, Germany",Cain Velasquez,Cheick Kongo,0,0,29,21,7,1,2,0,Heavyweight,U-DEC,3,5:00,UFC 99,2009-06-13 0:00:00,Cain Velasquez
"Cleveland, Ohio, USA",Stipe Miocic,Alistair Overeem,0,1,34,9,1,0,0,1,Heavyweight,KO/TKO Punch,1,4:27,UFC 203,2016-09-10 0:00:00,Stipe Miocic
"Cleveland, Ohio, USA",Fabricio Werdum,Travis Browne,1,0,84,37,0,0,1,0,Heavyweight,U-DEC,3,5:00,UFC 203,2016-09-10 0:00:00,Fabricio Werdum
"Cleveland, Ohio, USA",Jessica Andrade,Joanne Wood,0,0,20,13,2,0,1,0,Women's Strawweight,SUB Guillotine Choke,1,4:38,UFC 203,2016-09-10 0:00:00,Jessica Andrade
"Cincinnati, Ohio, USA",Anderson Silva,Rich Franklin,3,0,39,22,0,1,0,0,Middleweight,KO/TKO Knees,2,1:07,UFC 77,2007-10-20 0:00:00,Anderson Silva
"Cincinnati, Ohio, USA",Tim Sylvia,Brandon Vera,0,0,68,58,0,1,0,0,Heavyweight,U-DEC,3,5:00,UFC 77,2007-10-20 0:00:00,Tim Sylvia
"Chicago, Illinois, USA",Henry Cejudo,Marlon Moraes,0,0,90,57,1,0,1,0,Bantamweight,KO/TKO Punches,3,4:51,UFC 238,2019-06-08 0:00:00,Henry Cejudo
"Chicago, Illinois, USA",Valentina Shevchenko,Jessica Eye,1,0,8,2,2,0,1,0,Women's Flyweight,KO/TKO Kick,2,0:26,UFC 238,2019-06-08 0:00:00,Valentina Shevchenko
"Chicago, Illinois, USA",Petr Yan,Jimmie Rivera,2,0,56,73,1,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 238,2019-06-08 0:00:00,Petr Yan
"Chicago, Illinois, USA",Aljamain Sterling,Pedro Munhoz,0,0,174,105,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 238,2019-06-08 0:00:00,Aljamain Sterling
"Chicago, Illinois, USA",Alexa Grasso,Karolina Kowalkiewicz,0,0,148,90,0,0,1,0,Women's Strawweight,U-DEC,3,5:00,UFC 238,2019-06-08 0:00:00,Alexa Grasso
"Chicago, Illinois, USA",Robert Whittaker,Yoel Romero,0,2,128,111,0,3,0,0,Middleweight,S-DEC,5,5:00,UFC 225,2018-06-09 0:00:00,Robert Whittaker
"Chicago, Illinois, USA",Holly Holm,Megan Anderson,0,0,47,26,4,0,1,0,Women's Featherweight,U-DEC,3,5:00,UFC 225,2018-06-09 0:00:00,Holly Holm
"Chicago, Illinois, USA",Charles Oliveira,Clay Guida,0,0,14,9,0,0,1,0,Lightweight,SUB Guillotine Choke,1,2:18,UFC 225,2018-06-09 0:00:00,Charles Oliveira
"Chicago, Illinois, USA",Valentina Shevchenko,Holly Holm,0,0,87,54,3,0,0,0,Women's Bantamweight,U-DEC,5,5:00,UFC on FOX,2016-07-23 0:00:00,Valentina Shevchenko
"Chicago, Illinois, USA",Francis Ngannou,Bojan Mihajlovic,0,0,8,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,1:34,UFC on FOX,2016-07-23 0:00:00,Francis Ngannou
"Chicago, Illinois, USA",Kamaru Usman,Alexander Yakovlev,0,0,41,8,5,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX,2016-07-23 0:00:00,Kamaru Usman
"Chicago, Illinois, USA",TJ Dillashaw,Renan Barao,0,0,117,62,0,0,0,0,Bantamweight,KO/TKO Punches,4,0:35,UFC on FOX,2015-07-25 0:00:00,TJ Dillashaw
"Chicago, Illinois, USA",Miesha Tate,Jessica Eye,1,0,58,56,1,0,2,0,Women's Bantamweight,U-DEC,3,5:00,UFC on FOX,2015-07-25 0:00:00,Miesha Tate
"Chicago, Illinois, USA",Benson Henderson,Josh Thomson,0,0,46,19,4,4,1,0,Lightweight,S-DEC,5,5:00,UFC on FOX,2014-01-25 0:00:00,Benson Henderson
"Chicago, Illinois, USA",Stipe Miocic,Gabriel Gonzaga,0,0,63,29,1,1,0,0,Heavyweight,U-DEC,3,5:00,UFC on FOX,2014-01-25 0:00:00,Stipe Miocic
"Chicago, Illinois, USA",Demetrious Johnson,John Dodson,0,1,127,57,5,1,0,0,Flyweight,U-DEC,5,5:00,UFC on FOX,2013-01-26 0:00:00,Demetrious Johnson
"Chicago, Illinois, USA",Glover Teixeira,Quinton Jackson,1,0,80,53,5,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC on FOX,2013-01-26 0:00:00,Glover Teixeira
"Chicago, Illinois, USA",Anthony Pettis,Donald Cerrone,1,0,18,4,0,0,0,0,Lightweight,KO/TKO Kick,1,2:35,UFC on FOX,2013-01-26 0:00:00,Anthony Pettis
"Chicago, Illinois, USA",Rashad Evans,Phil Davis,0,0,62,51,3,2,0,0,Light Heavyweight,U-DEC,5,5:00,UFC on FOX,2012-01-28 0:00:00,Rashad Evans
"Chicago, Illinois, USA",Chris Weidman,Demian Maia,0,0,58,51,4,0,0,0,Middleweight,U-DEC,3,5:00,UFC on FOX,2012-01-28 0:00:00,Chris Weidman
"Chicago, Illinois, USA",Charles Oliveira,Eric Wisely,0,0,6,2,1,0,2,0,Featherweight,SUB Calf Slicer,1,1:43,UFC on FOX,2012-01-28 0:00:00,Charles Oliveira
"Chiba, Japan",Kevin Randleman,Pete Williams,0,1,10,8,6,0,2,1,Heavyweight,U-DEC,5,5:00,UFC 23,1999-11-19 0:00:00,Kevin Randleman
"Cedar Rapids, Iowa, USA",Kevin Randleman,Pedro Rizzo,0,0,17,12,2,0,2,0,Heavyweight,U-DEC,5,5:00,UFC 26,2000-06-09 0:00:00,Kevin Randleman
"Cedar Rapids, Iowa, USA",Pat Miletich,John Alessio,0,0,9,1,2,0,1,2,Welterweight,SUB Armbar,2,1:43,UFC 26,2000-06-09 0:00:00,Pat Miletich
"Cedar Rapids, Iowa, USA",Matt Hughes,Marcelo Aguiar,0,0,18,2,2,0,0,0,Welterweight,KO/TKO,1,4:34,UFC 26,2000-06-09 0:00:00,Matt Hughes
"Cedar Rapids, Iowa, USA",Jens Pulver,Joao Roque,0,0,4,5,0,1,0,0,Lightweight,U-DEC,3,5:00,UFC 26,2000-06-09 0:00:00,Jens Pulver
"Cedar Rapids, Iowa, USA",Maurice Smith,Marco Ruas,0,0,4,1,0,1,0,2,Heavyweight,KO/TKO,1,5:00,UFC 21,1999-07-16 0:00:00,Maurice Smith
"Cedar Rapids, Iowa, USA",Pat Miletich,Andre Pederneiras,0,0,13,10,0,0,0,0,Lightweight,KO/TKO,2,1:34,UFC 21,1999-07-16 0:00:00,Pat Miletich
"Calgary, Alberta, Canada",Jose Aldo,Jeremy Stephens,1,0,29,20,0,0,0,0,Featherweight,KO/TKO Punches,1,4:19,UFC Fight Night,2018-07-28 0:00:00,Jose Aldo
"Calgary, Alberta, Canada",Joanna Jedrzejczyk,Tecia Torres,0,0,62,33,0,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night,2018-07-28 0:00:00,Joanna Jedrzejczyk
"Calgary, Alberta, Canada",Islam Makhachev,Kajan Johnson,0,0,7,7,1,0,1,0,Lightweight,SUB Armbar,1,4:43,UFC Fight Night,2018-07-28 0:00:00,Islam Makhachev
"Calgary, Alberta, Canada",Renan Barao,Urijah Faber,0,0,85,60,0,0,0,0,Bantamweight,U-DEC,5,5:00,UFC 149,2012-07-21 0:00:00,Renan Barao
"Busan, South Korea",Alexandre Pantoja,Matt Schnell,1,0,34,20,1,0,0,0,Flyweight,KO/TKO Punch,1,4:17,UFC Fight Night,2019-12-21 0:00:00,Alexandre Pantoja
"Buffalo, New York, USA",Daniel Cormier,Anthony Johnson,0,0,36,22,1,1,1,0,Light Heavyweight,SUB Rear Naked Choke,2,3:37,UFC 210,2017-04-08 0:00:00,Daniel Cormier
"Buffalo, New York, USA",Charles Oliveira,Will Brooks,0,0,3,4,2,0,1,0,Lightweight,SUB Rear Naked Choke,1,2:30,UFC 210,2017-04-08 0:00:00,Charles Oliveira
"Buffalo, New York, USA",Kamaru Usman,Sean Strickland,1,0,90,27,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC 210,2017-04-08 0:00:00,Kamaru Usman
"Buenos Aires, Buenos Aires, Argentina",Alexandre Pantoja,Yuta Sasaki,0,0,4,7,0,0,2,0,Flyweight,SUB Rear Naked Choke,1,2:18,UFC Fight Night,2018-11-17 0:00:00,Alexandre Pantoja
"Broomfield, Colorado, USA",Benson Henderson,Brandon Thatch,0,0,57,44,3,2,1,0,Welterweight,SUB Rear Naked Choke,4,3:58,UFC Fight Night,2015-02-14 0:00:00,Benson Henderson
"Broomfield, Colorado, USA",Max Holloway,Cole Miller,0,0,57,31,1,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,2015-02-14 0:00:00,Max Holloway
"Broomfield, Colorado, USA",Jon Jones,Brandon Vera,0,0,11,5,2,0,0,0,Light Heavyweight,KO/TKO Elbow,1,3:19,UFC Live,2010-03-21 0:00:00,Jon Jones
"Broomfield, Colorado, USA",Junior Dos Santos,Gabriel Gonzaga,1,0,20,9,0,1,0,0,Heavyweight,KO/TKO Punches,1,3:53,UFC Live,2010-03-21 0:00:00,Junior Dos Santos
"Brooklyn, New York, USA",Henry Cejudo,TJ Dillashaw,1,0,18,1,0,0,0,0,Flyweight,KO/TKO Punches,1,0:32,UFC Fight Night,2019-01-19 0:00:00,Henry Cejudo
"Brooklyn, New York, USA",Glover Teixeira,Karl Roberson,0,1,6,24,1,0,1,0,Light Heavyweight,SUB Arm Triangle,1,3:21,UFC Fight Night,2019-01-19 0:00:00,Glover Teixeira
"Brooklyn, New York, USA",Khabib Nurmagomedov,Al Iaquinta,0,0,134,41,6,0,1,0,Lightweight,U-DEC,5,5:00,UFC 223,2018-04-07 0:00:00,Khabib Nurmagomedov
"Brooklyn, New York, USA",Rose Namajunas,Joanna Jedrzejczyk,0,0,105,145,1,0,0,0,Women's Strawweight,U-DEC,5,5:00,UFC 223,2018-04-07 0:00:00,Rose Namajunas
"Brooklyn, New York, USA",Germaine de Randamie,Holly Holm,0,0,80,77,0,0,0,0,Women's Featherweight,U-DEC,5,5:00,UFC 208,2017-02-11 0:00:00,Germaine de Randamie
"Brooklyn, New York, USA",Anderson Silva,Derek Brunson,0,0,43,54,0,2,0,0,Middleweight,U-DEC,3,5:00,UFC 208,2017-02-11 0:00:00,Anderson Silva
"Brooklyn, New York, USA",Glover Teixeira,Jared Cannonier,0,0,24,21,3,0,1,0,Light Heavyweight,U-DEC,3,5:00,UFC 208,2017-02-11 0:00:00,Glover Teixeira
"Brooklyn, New York, USA",Belal Muhammad,Randy Brown,0,0,71,52,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC 208,2017-02-11 0:00:00,Belal Muhammad
"Brooklyn, New York, USA",Islam Makhachev,Nik Lentz,0,0,43,13,5,0,0,1,Lightweight,U-DEC,3,5:00,UFC 208,2017-02-11 0:00:00,Islam Makhachev
"Brisbane, Queensland, Australia",Mauricio Rua,James Te Huna,1,0,9,1,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:03,UFC Fight Night,2013-12-06 0:00:00,Mauricio Rua
"Brasilia, Distrito Federal, Brazil",Charles Oliveira,Kevin Lee,0,0,43,41,0,2,2,0,Lightweight,SUB Guillotine Choke,3,0:28,UFC Fight Night,2020-03-14 0:00:00,Charles Oliveira
"Brasilia, Distrito Federal, Brazil",Brandon Moreno,Jussier Formiga,0,0,33,15,0,1,0,1,Flyweight,U-DEC,3,5:00,UFC Fight Night,2020-03-14 0:00:00,Brandon Moreno
"Brasilia, Distrito Federal, Brazil",Renan Barao,Phillipe Nover,0,0,64,39,3,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,2016-09-24 0:00:00,Renan Barao
"Brasilia, Distrito Federal, Brazil",Andrei Arlovski,Antonio Silva,1,0,13,6,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:59,UFC Fight Night,2014-09-13 0:00:00,Andrei Arlovski
"Brasilia, Distrito Federal, Brazil",Jessica Andrade,Larissa Pacheco,0,0,19,6,1,0,2,0,Women's Bantamweight,SUB Guillotine Choke,1,4:33,UFC Fight Night,2014-09-13 0:00:00,Jessica Andrade
"Boston, Massachusetts, USA",Sean O'Malley,Aljamain Sterling,1,0,25,17,0,0,0,0,Bantamweight,KO/TKO Punches,2,0:51,UFC 292,2023-08-19 0:00:00,Sean O'Malley
"Boston, Massachusetts, USA",Zhang Weili,Amanda Lemos,1,0,163,24,6,0,0,2,Women's Strawweight,U-DEC,5,5:00,UFC 292,2023-08-19 0:00:00,Zhang Weili
"Boston, Massachusetts, USA",Stipe Miocic,Francis Ngannou,0,0,70,21,6,0,0,1,Heavyweight,U-DEC,5,5:00,UFC 220,2018-01-20 0:00:00,Stipe Miocic
"Boston, Massachusetts, USA",Daniel Cormier,Volkan Oezdemir,0,0,32,38,2,0,1,0,Light Heavyweight,KO/TKO Punches,2,2:00,UFC 220,2018-01-20 0:00:00,Daniel Cormier
