Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Boston, Massachusetts, USA",Islam Makhachev,Gleison Tibau,1,0,3,2,0,0,0,0,Lightweight,KO/TKO Punch,1,0:57,UFC 220,2018-01-20 0:00:00,Islam Makhachev
"Boston, Massachusetts, USA",Dominick Cruz,TJ Dillashaw,0,0,112,109,4,1,0,0,Bantamweight,S-DEC,5,5:00,UFC Fight Night,2016-01-17 0:00:00,Dominick Cruz
"Boston, Massachusetts, USA",Eddie Alvarez,Anthony Pettis,0,0,42,56,6,0,0,0,Lightweight,S-DEC,3,5:00,UFC Fight Night,2016-01-17 0:00:00,Eddie Alvarez
"Boston, Massachusetts, USA",Conor McGregor,Dennis Siver,1,0,64,32,0,0,0,0,Featherweight,KO/TKO Punch,2,1:54,UFC Fight Night,2015-01-18 0:00:00,Conor McGregor
"Boston, Massachusetts, USA",Conor McGregor,Max Holloway,0,0,53,23,4,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,2013-08-17 0:00:00,Conor McGregor
"Boston, Massachusetts, USA",Frankie Edgar,BJ Penn,0,0,94,36,3,2,0,0,Lightweight,U-DEC,5,5:00,UFC 118,2010-08-28 0:00:00,Frankie Edgar
"Boston, Massachusetts, USA",Randy Couture,James Toney,0,0,8,0,1,0,2,0,Heavyweight,SUB Arm Triangle,1,3:19,UFC 118,2010-08-28 0:00:00,Randy Couture
"Bossier City, Louisiana, USA",Murilo Bustamante,Matt Lindland,1,0,17,35,2,0,2,1,Middleweight,SUB Guillotine Choke,3,1:33,UFC 37,2002-05-10 0:00:00,Murilo Bustamante
"Bossier City, Louisiana, USA",Ricco Rodriguez,Tsuyoshi Kohsaka,0,0,19,6,3,1,1,0,Heavyweight,KO/TKO Punches,2,3:25,UFC 37,2002-05-10 0:00:00,Ricco Rodriguez
"Bossier City, Louisiana, USA",BJ Penn,Paul Creighton,0,0,39,6,0,3,0,0,Lightweight,KO/TKO Punches,2,3:23,UFC 37,2002-05-10 0:00:00,BJ Penn
"Bossier City, Louisiana, USA",Robbie Lawler,Aaron Riley,1,0,64,55,6,0,0,1,Welterweight,U-DEC,3,5:00,UFC 37,2002-05-10 0:00:00,Robbie Lawler
"Boise, Idaho, USA",Junior Dos Santos,Blagoy Ivanov,0,0,110,51,0,0,0,0,Heavyweight,U-DEC,5,5:00,UFC Fight Night,2018-07-14 0:00:00,Junior Dos Santos
"Boise, Idaho, USA",Alexander Volkanovski,Darren Elkins,2,0,100,82,2,1,3,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,2018-07-14 0:00:00,Alexander Volkanovski
"Birmingham, England, United Kingdom",Renan Barao,Brad Pickett,1,0,37,10,0,0,1,0,Bantamweight,SUB Rear Naked Choke,1,4:09,UFC 138,2011-11-05 0:00:00,Renan Barao
"Birmingham, England, United Kingdom",Michael Bisping,Chris Leben,0,0,70,51,1,1,0,0,Middleweight,U-DEC,3,5:00,UFC 89,2008-10-18 0:00:00,Michael Bisping
"Birmingham, Alabama, USA",Bas Rutten,Kevin Randleman,0,0,18,20,0,6,1,0,Heavyweight,S-DEC,3,3:00,UFC 20,1999-05-07 0:00:00,Bas Rutten
"Birmingham, Alabama, USA",Maurice Smith,Dan Bobish,0,0,3,0,1,0,0,0,Heavyweight,SUB Other,1,1:38,UFC 14,1997-07-27 0:00:00,Mark Kerr
"Birmingham, Alabama, USA",Mark Coleman,John Campetella,0,0,5,5,0,0,0,0,Open Weight,KO/TKO Punches,1,1:28,UFC 10,1996-07-12 0:00:00,Gary Goodridge
"Birmingham, Alabama, USA",Mark Coleman,Moti Horenstein,0,0,25,0,1,0,0,0,Open Weight,KO/TKO Punches,1,2:43,UFC 10,1996-07-12 0:00:00,Mark Coleman
"Birmingham, Alabama, USA",Mark Coleman,Dieusel Berto,0,0,21,3,0,0,1,0,Open Weight,KO/TKO Punches,1,5:57,UFC 10,1996-07-12 0:00:00,Sam Adkins
"Berlin, Germany",Sean Strickland,Luke Barnatt,0,0,48,44,1,0,0,0,Middleweight,S-DEC,3,5:00,UFC Fight Night,2014-05-31 0:00:00,Sean Strickland
"Berlin, Berlin, Germany",Joanna Jedrzejczyk,Jessica Penne,0,0,126,25,0,0,0,0,Women's Strawweight,KO/TKO Punches,3,4:22,UFC Fight Night,2015-06-20 0:00:00,Joanna Jedrzejczyk
"Belo Horizonte, Minas Gerais, Brazil",Glover Teixeira,Ryan Bader,1,0,14,11,1,0,0,1,Light Heavyweight,KO/TKO Punch,1,2:55,UFC Fight Night,2013-09-04 0:00:00,Glover Teixeira
"Belo Horizonte, Minas Gerais, Brazil",Rich Franklin,Wanderlei Silva,0,1,122,58,1,0,0,0,Catch Weight,U-DEC,5,5:00,UFC 147,2012-06-23 0:00:00,Rich Franklin
"Belo Horizonte, Minas Gerais, Brazil",Fabricio Werdum,Mike Russow,1,0,31,3,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:28,UFC 147,2012-06-23 0:00:00,Fabricio Werdum
"Belfast, Northern Ireland, United Kingdom",Rich Franklin,Yushin Okami,0,0,36,17,1,1,0,3,Middleweight,U-DEC,3,5:00,UFC 72,2007-06-16 0:00:00,Rich Franklin
"Belfast, Northern Ireland, United Kingdom",Forrest Griffin,Hector Ramirez,0,0,113,20,0,2,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 72,2007-06-16 0:00:00,Forrest Griffin
"Belem, Para, Brazil",Lyoto Machida,Eryk Anders,0,0,62,32,0,3,0,0,Middleweight,S-DEC,5,5:00,UFC Fight Night,2018-02-03 0:00:00,Lyoto Machida
"Belem, Para, Brazil",Valentina Shevchenko,Priscila Cachoeira,0,0,95,2,2,0,2,0,Women's Flyweight,SUB Rear Naked Choke,2,4:25,UFC Fight Night,2018-02-03 0:00:00,Valentina Shevchenko
"Belem, Para, Brazil",Deiveson Figueiredo,Joseph Morales,1,0,31,9,2,0,1,0,Flyweight,KO/TKO Punches,2,4:34,UFC Fight Night,2018-02-03 0:00:00,Deiveson Figueiredo
"Beijing, China",Francis Ngannou,Curtis Blaydes,1,0,13,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:45,UFC Fight Night,2018-11-24 0:00:00,Francis Ngannou
"Beijing, China",Zhang Weili,Jessica Aguilar,0,0,45,9,1,0,2,0,Women's Strawweight,SUB Armbar,1,3:41,UFC Fight Night,2018-11-24 0:00:00,Zhang Weili
"Bay St. Louis, Mississippi, USA",Tito Ortiz,Guy Mezger,0,0,26,2,2,0,0,3,Middleweight,KO/TKO Punches,1,9:56,UFC 19,1999-03-05 0:00:00,Tito Ortiz
"Bay St. Louis, Mississippi, USA",Kevin Randleman,Maurice Smith,0,0,17,9,4,0,0,2,Heavyweight,U-DEC,2,3:00,UFC 19,1999-03-05 0:00:00,Kevin Randleman
"Bay St. Louis, Mississippi, USA",Evan Tanner,Valeri Ignatov,0,0,23,2,1,0,1,0,Middleweight,KO/TKO Elbows,1,2:58,UFC 19,1999-03-05 0:00:00,Evan Tanner
"Bay St. Louis, Mississippi, USA",Maurice Smith,Dwayne Cason,0,0,5,0,1,0,1,0,Heavyweight,SUB Rear Naked Choke,1,0:53,UFC 15,1997-10-17 0:00:00,Mark Kerr
"Bay St. Louis, Mississippi, USA",Randy Couture,Carlos Barreto,0,0,13,11,3,2,0,0,Heavyweight,U-DEC,2,3:00,UFC 15,1997-10-17 0:00:00,Dave Beneteau
"Barueri, Sao Paulo, Brazil",Lyoto Machida,CB Dollaway,1,0,12,0,0,0,0,0,Middleweight,KO/TKO Kick,1,1:02,UFC Fight Night,2014-12-20 0:00:00,Lyoto Machida
"Barueri, Sao Paulo, Brazil",Renan Barao,Mitch Gagnon,1,0,59,58,2,0,1,0,Bantamweight,SUB Arm Triangle,3,3:53,UFC Fight Night,2014-12-20 0:00:00,Renan Barao
"Baltimore, Maryland, USA",Jon Jones,Glover Teixeira,0,0,138,53,3,0,2,0,Light Heavyweight,U-DEC,5,5:00,UFC 172,2014-04-26 0:00:00,Jon Jones
"Baltimore, Maryland, USA",Luke Rockhold,Tim Boetsch,0,0,4,1,0,0,2,0,Middleweight,SUB Kimura,1,2:08,UFC 172,2014-04-26 0:00:00,Luke Rockhold
"Baltimore, Maryland, USA",Max Holloway,Andre Fili,0,0,47,44,0,3,2,0,Featherweight,SUB Guillotine Choke,3,3:39,UFC 172,2014-04-26 0:00:00,Max Holloway
"Austin, Texas, USA",Deiveson Figueiredo,Rob Font,0,0,45,46,4,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,2023-12-02 0:00:00,Deiveson Figueiredo
"Austin, Texas, USA",Miesha Tate,Julia Avila,0,0,32,3,4,0,1,0,Women's Bantamweight,SUB Rear Naked Choke,3,1:15,UFC Fight Night,2023-12-02 0:00:00,Miesha Tate
"Austin, Texas, USA",Frankie Edgar,Cub Swanson,0,0,93,31,7,0,2,0,Featherweight,SUB Neck Crank,5,4:56,UFC Fight Night,2014-11-22 0:00:00,Frankie Edgar
"Austin, Texas, USA",Charles Oliveira,Efrain Escudero,0,0,35,13,2,0,1,0,Lightweight,SUB Rear Naked Choke,3,2:25,UFC Fight Night,2010-09-15 0:00:00,Charles Oliveira
"Augusta, Georgia, USA",Vitor Belfort,Steven Graham,0,0,16,0,1,0,0,0,Heavyweight,KO/TKO Punches,1,3:13,UFC 13,1997-05-30 0:00:00,Randy Couture
"Augusta, Georgia, USA",Randy Couture,Tito Ortiz,0,0,0,5,0,1,1,0,Lightweight,SUB Guillotine Choke,1,2:00,UFC 13,1997-05-30 0:00:00,Guy Mezger
"Augusta, Georgia, USA",Randy Couture,Dmitri Stepanov,0,0,0,1,1,0,1,0,Heavyweight,SUB Keylock,1,1:30,UFC 13,1997-05-30 0:00:00,Steven Graham
"Augusta, Georgia, USA",Tito Ortiz,Dan Severn,0,0,4,2,0,0,2,0,Heavyweight,SUB Scarf Hold,1,2:57,UFC 12,1997-02-07 0:00:00,Mark Coleman
"Augusta, Georgia, USA",Mark Coleman,Reza Nasri,0,0,6,0,1,0,0,0,Open Weight,KO/TKO Punches,1,0:28,UFC 11,1996-09-20 0:00:00,Brian Johnston
"Augusta, Georgia, USA",Mark Coleman,Brian Johnston,0,0,11,11,1,0,0,0,Open Weight,KO/TKO Elbows,1,4:37,UFC 10,1996-07-12 0:00:00,Don Frye
"Auckland, New Zealand",Alexander Volkanovski,Mizuto Hirota,1,0,87,46,4,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,2017-06-10 0:00:00,Alexander Volkanovski
"Auckland, New Zealand",Charles Oliveira,Hatsu Hioki,0,0,24,11,3,3,2,0,Featherweight,SUB Anaconda Choke,2,4:32,UFC Fight Night,2014-06-28 0:00:00,Charles Oliveira
"Auckland, New Zealand",Robert Whittaker,Mike Rhodes,0,0,66,47,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,2014-06-28 0:00:00,Robert Whittaker
"Auburn Hills, Michigan, USA",Quinton Jackson,Lyoto Machida,0,0,16,33,1,1,0,1,Light Heavyweight,S-DEC,3,5:00,UFC 123,2010-11-20 0:00:00,Quinton Jackson
"Auburn Hills, Michigan, USA",BJ Penn,Matt Hughes,1,0,7,3,0,0,0,0,Welterweight,KO/TKO Punch,1,0:21,UFC 123,2010-11-20 0:00:00,BJ Penn
"Atlantic City, New Jersey, USA",Frankie Edgar,Cub Swanson,0,0,58,48,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,2018-04-21 0:00:00,Frankie Edgar
"Atlantic City, New Jersey, USA",Aljamain Sterling,Brett Johns,0,0,89,27,3,1,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,2018-04-21 0:00:00,Aljamain Sterling
"Atlantic City, New Jersey, USA",Aljamain Sterling,Hugo Viana,0,0,62,15,4,0,0,0,Bantamweight,KO/TKO Punches,3,3:50,UFC Fight Night,2014-07-16 0:00:00,Aljamain Sterling
"Atlantic City, New Jersey, USA",Andrei Arlovski,Justin Eilers,0,0,33,5,0,0,0,0,Heavyweight,KO/TKO Punches,1,4:10,UFC 53,2005-06-04 0:00:00,Andrei Arlovski
"Atlantic City, New Jersey, USA",Rich Franklin,Evan Tanner,0,1,97,25,0,1,1,1,Middleweight,KO/TKO,4,3:25,UFC 53,2005-06-04 0:00:00,Rich Franklin
"Atlantic City, New Jersey, USA",Forrest Griffin,Bill Mahood,0,0,3,1,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,2:18,UFC 53,2005-06-04 0:00:00,Forrest Griffin
"Atlantic City, New Jersey, USA",Tito Ortiz,Patrick Cote,0,0,45,11,2,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 50,2004-10-22 0:00:00,Tito Ortiz
"Atlantic City, New Jersey, USA",Rich Franklin,Jorge Rivera,1,0,41,22,3,0,1,0,Middleweight,SUB Armbar,3,4:28,UFC 50,2004-10-22 0:00:00,Rich Franklin
"Atlantic City, New Jersey, USA",Matt Hughes,Georges St-Pierre,0,0,4,6,2,1,2,0,Welterweight,SUB Armbar,1,4:59,UFC 50,2004-10-22 0:00:00,Matt Hughes
"Atlantic City, New Jersey, USA",Evan Tanner,Robbie Lawler,0,0,6,3,0,1,1,0,Middleweight,SUB Triangle Choke,1,2:22,UFC 50,2004-10-22 0:00:00,Evan Tanner
"Atlantic City, New Jersey, USA",Tim Sylvia,Ricco Rodriguez,1,0,12,7,0,0,0,1,Heavyweight,KO/TKO Punch,1,3:09,UFC 41,2003-02-28 0:00:00,Tim Sylvia
"Atlantic City, New Jersey, USA",Frank Mir,David Abbott,0,0,0,1,0,0,2,0,Heavyweight,SUB Toe Hold,1,0:46,UFC 41,2003-02-28 0:00:00,Frank Mir
"Atlantic City, New Jersey, USA",BJ Penn,Caol Uno,0,0,67,64,5,6,0,1,Lightweight,S-DEC,5,5:00,UFC 41,2003-02-28 0:00:00,BJ Penn
"Atlantic City, New Jersey, USA",Randy Couture,Pedro Rizzo,0,1,69,42,3,0,0,0,Heavyweight,U-DEC,5,5:00,UFC 31,2001-05-04 0:00:00,Randy Couture
"Atlantic City, New Jersey, USA",Carlos Newton,Pat Miletich,0,0,14,28,4,0,1,0,Welterweight,SUB Bulldog Choke,3,2:50,UFC 31,2001-05-04 0:00:00,Carlos Newton
"Atlantic City, New Jersey, USA",Chuck Liddell,Kevin Randleman,1,0,3,0,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:18,UFC 31,2001-05-04 0:00:00,Chuck Liddell
"Atlantic City, New Jersey, USA",BJ Penn,Joey Gilbert,0,0,22,3,2,0,0,0,Lightweight,KO/TKO Punches,1,4:57,UFC 31,2001-05-04 0:00:00,BJ Penn
"Atlantic City, New Jersey, USA",Tito Ortiz,Evan Tanner,0,0,7,0,1,0,0,0,Middleweight,KO/TKO Slam,1,0:32,UFC 30,2001-02-23 0:00:00,Tito Ortiz
"Atlantic City, New Jersey, USA",Jens Pulver,Caol Uno,0,0,50,50,0,3,0,0,Lightweight,U-DEC,5,5:00,UFC 30,2001-02-23 0:00:00,Jens Pulver
"Atlantic City, New Jersey, USA",Sean Sherk,Tiki Ghosn,0,0,12,1,4,0,0,0,Welterweight,SUB Injury,2,4:47,UFC 30,2001-02-23 0:00:00,Sean Sherk
"Atlantic City, New Jersey, USA",Randy Couture,Kevin Randleman,0,0,28,15,1,2,1,1,Heavyweight,KO/TKO Punches,3,4:13,UFC 28,2000-11-17 0:00:00,Randy Couture
"Atlantic City, New Jersey, USA",Josh Barnett,Gan McGee,0,0,17,10,1,2,1,0,Super Heavyweight,KO/TKO Elbows,2,4:34,UFC 28,2000-11-17 0:00:00,Josh Barnett
"Atlantic City, New Jersey, USA",Andrei Arlovski,Aaron Brink,0,0,2,0,1,0,2,0,Heavyweight,SUB Armbar,1,0:55,UFC 28,2000-11-17 0:00:00,Andrei Arlovski
"Atlantic City, New Jersey, USA",Jens Pulver,John Lewis,1,0,1,0,0,0,0,0,Lightweight,KO/TKO Punch,1,0:15,UFC 28,2000-11-17 0:00:00,Jens Pulver
"Atlanta, Georgia, USA",Israel Adesanya,Kelvin Gastelum,4,0,109,91,0,1,2,0,Middleweight,U-DEC,5,5:00,UFC 236,2019-04-13 0:00:00,Israel Adesanya
"Atlanta, Georgia, USA",Alexandre Pantoja,Wilson Reis,1,0,23,1,0,1,0,0,Flyweight,KO/TKO Punch,1,2:58,UFC 236,2019-04-13 0:00:00,Alexandre Pantoja
"Atlanta, Georgia, USA",Belal Muhammad,Curtis Millender,0,0,47,48,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC 236,2019-04-13 0:00:00,Belal Muhammad
"Atlanta, Georgia, USA",Tyron Woodley,Robbie Lawler,1,0,8,3,0,0,0,0,Welterweight,KO/TKO Punch,1,2:12,UFC 201,2016-07-30 0:00:00,Tyron Woodley
"Atlanta, Georgia, USA",Jon Jones,Rashad Evans,0,0,105,45,1,0,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 145,2012-04-21 0:00:00,Jon Jones
"Atlanta, Georgia, USA",Rashad Evans,Chuck Liddell,1,0,13,10,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,1:51,UFC 88,2008-09-06 0:00:00,Rashad Evans
"Atlanta, Georgia, USA",Rich Franklin,Matt Hamill,1,0,71,13,0,1,0,0,Light Heavyweight,KO/TKO Kick,3,0:39,UFC 88,2008-09-06 0:00:00,Rich Franklin
"Anaheim, California, USA",Francis Ngannou,Ciryl Gane,0,0,43,63,4,1,0,3,Heavyweight,U-DEC,5,5:00,UFC 270,2022-01-22 0:00:00,Francis Ngannou
"Anaheim, California, USA",Deiveson Figueiredo,Brandon Moreno,3,0,86,105,2,1,0,0,Flyweight,U-DEC,5,5:00,UFC 270,2022-01-22 0:00:00,Deiveson Figueiredo
"Anaheim, California, USA",Stipe Miocic,Daniel Cormier,1,0,123,181,1,1,0,0,Heavyweight,KO/TKO Punches,4,4:09,UFC 241,2019-08-17 0:00:00,Stipe Miocic
"Anaheim, California, USA",Daniel Cormier,Jon Jones,0,1,58,95,0,0,0,0,Light Heavyweight,Overturned Kick,3,3:01,UFC 214,2017-07-29 0:00:00,Daniel Cormier
"Anaheim, California, USA",Tyron Woodley,Demian Maia,1,0,57,28,0,0,0,0,Welterweight,U-DEC,5,5:00,UFC 214,2017-07-29 0:00:00,Tyron Woodley
"Anaheim, California, USA",Robbie Lawler,Donald Cerrone,0,0,77,82,0,1,0,0,Welterweight,U-DEC,3,5:00,UFC 214,2017-07-29 0:00:00,Robbie Lawler
"Anaheim, California, USA",Aljamain Sterling,Renan Barao,0,0,71,19,1,2,0,0,Catch Weight,U-DEC,3,5:00,UFC 214,2017-07-29 0:00:00,Aljamain Sterling
"Anaheim, California, USA",Ronda Rousey,Liz Carmouche,0,0,7,4,1,0,1,1,Women's Bantamweight,SUB Armbar,1,4:49,UFC 157,2013-02-23 0:00:00,Ronda Rousey
"Anaheim, California, USA",Lyoto Machida,Dan Henderson,0,0,27,20,1,1,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 157,2013-02-23 0:00:00,Lyoto Machida
"Anaheim, California, USA",Robbie Lawler,Josh Koscheck,0,0,9,2,0,2,0,0,Welterweight,KO/TKO Punches,1,3:57,UFC 157,2013-02-23 0:00:00,Robbie Lawler
"Anaheim, California, USA",Junior Dos Santos,Cain Velasquez,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:04,UFC on FOX,2011-11-12 0:00:00,Junior Dos Santos
"Anaheim, California, USA",Benson Henderson,Clay Guida,1,0,40,11,2,2,0,4,Lightweight,U-DEC,3,5:00,UFC on FOX,2011-11-12 0:00:00,Benson Henderson
"Anaheim, California, USA",Cain Velasquez,Brock Lesnar,2,0,31,9,1,1,0,0,Heavyweight,KO/TKO Punches,1,4:12,UFC 121,2010-10-23 0:00:00,Cain Velasquez
"Anaheim, California, USA",Forrest Griffin,Mauricio Rua,0,0,66,27,2,5,3,0,Light Heavyweight,SUB Rear Naked Choke,3,4:45,UFC 76,2007-09-22 0:00:00,Forrest Griffin
"Anaheim, California, USA",Lyoto Machida,Kazuhiro Nakamura,0,0,70,15,2,2,1,0,Light Heavyweight,U-DEC,3,5:00,UFC 76,2007-09-22 0:00:00,Lyoto Machida
"Anaheim, California, USA",Matt Hughes,BJ Penn,0,0,35,17,1,0,0,2,Welterweight,KO/TKO Punches,3,3:53,UFC 63,2006-09-23 0:00:00,Matt Hughes
"Anaheim, California, USA",Rashad Evans,Jason Lambert,0,0,25,6,8,0,0,3,Light Heavyweight,KO/TKO Punches,2,2:22,UFC 63,2006-09-23 0:00:00,Rashad Evans
"Anaheim, California, USA",Tim Sylvia,Andrei Arlovski,1,1,13,11,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:43,UFC 59,2006-04-15 0:00:00,Tim Sylvia
"Anaheim, California, USA",Sean Sherk,Nick Diaz,0,0,39,57,2,1,0,3,Welterweight,U-DEC,3,5:00,UFC 59,2006-04-15 0:00:00,Sean Sherk
"Anaheim, California, USA",Tito Ortiz,Forrest Griffin,0,0,61,58,3,0,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 59,2006-04-15 0:00:00,Tito Ortiz
"Anaheim, California, USA",Evan Tanner,Justin Levens,0,0,10,2,1,0,2,1,Middleweight,SUB Triangle Choke,1,3:14,UFC 59,2006-04-15 0:00:00,Evan Tanner
"Albuquerque, New Mexico, USA",Benson Henderson,Rustam Khabilov,1,0,26,18,1,6,2,0,Lightweight,SUB Rear Naked Choke,4,1:16,UFC Fight Night,2014-06-07 0:00:00,Benson Henderson
"Albuquerque, New Mexico, USA",Rafael Dos Anjos,Jason High,1,0,36,24,2,3,3,0,Lightweight,KO/TKO Punch,2,3:36,UFC Fight Night,2014-06-07 0:00:00,Rafael Dos Anjos
"Albany, New York, USA",Francis Ngannou,Anthony Hamilton,0,0,1,0,0,1,1,0,Heavyweight,SUB Kimura,1,1:57,UFC Fight Night,2016-12-09 0:00:00,Francis Ngannou
"Adelaide, South Australia, Australia",Junior Dos Santos,Tai Tuivasa,1,0,26,16,0,0,0,0,Heavyweight,KO/TKO Punches,2,2:30,UFC Fight Night,2018-12-01 0:00:00,Junior Dos Santos
"Adelaide, South Australia, Australia",Mauricio Rua,Tyson Pedro,1,0,30,31,3,0,0,1,Light Heavyweight,KO/TKO Punches,3,0:43,UFC Fight Night,2018-12-01 0:00:00,Mauricio Rua
"Adelaide, South Australia, Australia",Stipe Miocic,Mark Hunt,0,0,113,33,6,0,0,0,Heavyweight,KO/TKO Punches,5,2:47,UFC Fight Night,2015-05-09 0:00:00,Stipe Miocic
"Adelaide, South Australia, Australia",Robert Whittaker,Brad Tavares,1,0,10,2,0,0,0,0,Middleweight,KO/TKO Punch,1,0:44,UFC Fight Night,2015-05-09 0:00:00,Robert Whittaker
"Abu Dhabi, United Arab Emirates",Anderson Silva,Demian Maia,1,0,61,10,0,0,0,0,Middleweight,U-DEC,5,5:00,UFC 112,2010-04-10 0:00:00,Anderson Silva
"Abu Dhabi, United Arab Emirates",Frankie Edgar,BJ Penn,0,0,61,71,1,0,0,0,Lightweight,U-DEC,5,5:00,UFC 112,2010-04-10 0:00:00,Frankie Edgar
"Abu Dhabi, United Arab Emirates",Matt Hughes,Renzo Gracie,2,0,70,34,0,0,0,0,Welterweight,KO/TKO Punches,3,4:40,UFC 112,2010-04-10 0:00:00,Matt Hughes
"Abu Dhabi, United Arab Emirates",Rafael Dos Anjos,Terry Etim,0,0,25,7,2,0,1,1,Lightweight,SUB Armbar,2,4:30,UFC 112,2010-04-10 0:00:00,Rafael Dos Anjos
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,Alexander Volkanovski,1,0,24,4,0,0,0,0,Lightweight,KO/TKO Kick,1,3:06,UFC 294,2023-10-21 0:00:00,Islam Makhachev
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Magomed Ankalaev,Johnny Walker,0,0,13,14,1,0,0,0,Light Heavyweight,CNC,1,3:13,UFC 294,2023-10-21 0:00:00,Magomed Ankalaev
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,Charles Oliveira,1,0,30,19,2,0,1,0,Lightweight,SUB Arm Triangle,2,3:16,UFC 280,2022-10-22 0:00:00,Islam Makhachev
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Aljamain Sterling,TJ Dillashaw,0,0,72,8,5,0,2,0,Bantamweight,KO/TKO Punches,2,3:44,UFC 280,2022-10-22 0:00:00,Aljamain Sterling
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Sean O'Malley,Petr Yan,0,0,84,58,0,6,0,0,Bantamweight,S-DEC,3,5:00,UFC 280,2022-10-22 0:00:00,Sean O'Malley
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Belal Muhammad,Sean Brady,0,0,80,58,0,0,0,0,Welterweight,KO/TKO Punches,2,4:47,UFC 280,2022-10-22 0:00:00,Belal Muhammad
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Glover Teixeira,Jan Blachowicz,0,0,23,28,2,0,2,0,Light Heavyweight,SUB Rear Naked Choke,2,3:02,UFC 267,2021-10-30 0:00:00,Glover Teixeira
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Petr Yan,Cory Sandhagen,1,0,149,169,0,1,1,0,Bantamweight,U-DEC,5,5:00,UFC 267,2021-10-30 0:00:00,Petr Yan
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,Dan Hooker,0,0,2,4,1,0,2,0,Lightweight,SUB Kimura,1,2:25,UFC 267,2021-10-30 0:00:00,Islam Makhachev
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Magomed Ankalaev,Volkan Oezdemir,1,0,66,48,1,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 267,2021-10-30 0:00:00,Magomed Ankalaev
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Julianna Pena,Sara McMann,0,0,38,21,1,3,1,0,Women's Bantamweight,SUB Rear Naked Choke,3,3:39,UFC 257,2021-01-23 0:00:00,Julianna Pena
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Max Holloway,Calvin Kattar,0,0,445,133,0,0,0,0,Featherweight,U-DEC,5,5:00,UFC Fight Night,2021-01-16 0:00:00,Max Holloway
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khabib Nurmagomedov,Justin Gaethje,0,0,26,29,2,0,1,0,Lightweight,SUB Triangle Choke,2,1:34,UFC 254,2020-10-24 0:00:00,Khabib Nurmagomedov
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Robert Whittaker,Jared Cannonier,1,0,69,53,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC 254,2020-10-24 0:00:00,Robert Whittaker
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Magomed Ankalaev,Ion Cutelaba,2,0,21,11,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,4:19,UFC 254,2020-10-24 0:00:00,Magomed Ankalaev
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jessica Andrade,Katlyn Chookagian,1,0,28,19,2,0,0,0,Women's Flyweight,KO/TKO Punch,1,4:55,UFC Fight Night,2020-10-17 0:00:00,Jessica Andrade
"Abu Dhabi, Abu Dhabi, United Arab Emirates",Dricus Du Plessis,Markus Perez,1,0,26,14,0,0,0,0,Middleweight,KO/TKO Punch,1,3:22,UFC Fight Night,2020-10-10 0:00:00,Dricus Du Plessis
